session_id,facility_id,facility_name,county,mentor_id,provider_id,provider_cadre,session_date,session_type,scenario,steps_expected,steps_done_correctly,teamwork_score,communication_score,guideline_adherence_score,overall_competence_level,followup_required,followup_type
S00955,F001,F001 Facility,Kakamega,M012,P033,nurse_midwife,2025-07-25,simulation_drill,neonatal_resuscitation,12,10,5,4,3,intermediate,True,none
S00956,F004,F004 Facility,Nairobi,M002,P045,clinical_officer,2025-04-11,CME_session,neonatal_resuscitation,12,7,3,2,2,beginner,True,repeat_drill
S00957,F017,F017 Facility,Bungoma,M015,P048,nurse_midwife,2025-08-10,simulation_drill,routine_delivery,8,6,4,5,5,intermediate,True,none
S00958,F025,F025 Facility,Bungoma,M009,P024,clinical_officer,2024-02-10,CME_session,routine_delivery,8,6,3,5,4,intermediate,True,none
S00959,F010,F010 Facility,Kakamega,M017,P083,nurse_midwife,2025-01-10,simulation_drill,sepsis,11,9,3,4,5,intermediate,True,none
S00960,F026,F026 Facility,Kiambu,M002,P033,clinical_officer,2025-07-21,simulation_drill,neonatal_resuscitation,14,13,4,4,4,advanced,False,none
S00961,F026,F026 Facility,Machakos,M006,P034,nurse_midwife,2024-10-20,CME_session,PPH,10,8,5,4,4,intermediate,True,none
S00962,F019,F019 Facility,Machakos,M002,P045,clinical_officer,2025-02-02,CME_session,sepsis,9,5,4,5,2,beginner,True,repeat_drill
S00963,F018,F018 Facility,Kakamega,M016,P009,clinical_officer,2024-04-16,CME_session,sepsis,9,8,5,4,2,advanced,False,none
S00964,F001,F001 Facility,Kisumu,M005,P053,nurse_midwife,2024-10-10,bedside_coaching,eclampsia,14,10,2,3,4,intermediate,True,none
S00965,F030,F030 Facility,Busia,M008,P043,clinical_officer,2025-07-18,bedside_coaching,sepsis,16,11,5,5,3,intermediate,True,none
S00966,F014,F014 Facility,Nairobi,M004,P082,nurse_midwife,2024-10-10,bedside_coaching,routine_delivery,11,5,5,2,4,beginner,True,repeat_drill
S00967,F029,F029 Facility,Kakamega,M017,P110,clinical_officer,2024-09-28,CME_session,PPH,15,15,4,2,5,advanced,False,none
S00968,F017,F017 Facility,Murang'a,M014,P019,nurse_midwife,2025-06-07,simulation_drill,eclampsia,10,9,5,2,2,advanced,False,none
S00969,F012,F012 Facility,Bungoma,M008,P089,nurse_midwife,2024-10-10,bedside_coaching,eclampsia,8,4,3,5,3,beginner,True,repeat_drill
S00970,F005,F005 Facility,Kakamega,M011,P070,nurse_midwife,2024-04-15,bedside_coaching,eclampsia,11,10,4,5,5,advanced,False,none
S00971,F003,F003 Facility,Kisumu,M015,P057,clinical_officer,2024-05-02,bedside_coaching,eclampsia,9,5,2,4,3,beginner,True,repeat_drill
S00972,F017,F017 Facility,Nairobi,M015,P066,clinical_officer,2024-04-23,simulation_drill,routine_delivery,14,8,2,3,3,beginner,True,repeat_drill
S00973,F022,F022 Facility,Kakamega,M014,P083,nurse_midwife,2025-06-09,simulation_drill,neonatal_resuscitation,12,4,5,4,3,beginner,True,repeat_drill
S00974,F012,F012 Facility,Kakamega,M018,P038,nurse_midwife,2024-01-02,bedside_coaching,routine_delivery,8,7,4,4,3,advanced,False,none
S00975,F017,F017 Facility,Busia,M011,P056,clinical_officer,2024-11-19,simulation_drill,routine_delivery,14,13,5,5,2,advanced,False,none
S00976,F010,F010 Facility,Kisumu,M010,P105,nurse_midwife,2024-07-23,CME_session,eclampsia,11,8,5,3,3,intermediate,True,none
S00977,F026,F026 Facility,Machakos,M017,P013,clinical_officer,2024-11-13,bedside_coaching,routine_delivery,14,8,2,3,2,beginner,True,repeat_drill
S00978,F017,F017 Facility,Kakamega,M012,P079,nurse_midwife,2025-08-08,simulation_drill,PPH,10,7,4,5,5,intermediate,True,none
S00979,F027,F027 Facility,Kakamega,M006,P073,clinical_officer,2024-03-22,simulation_drill,PPH,12,11,4,3,5,advanced,False,none
S00980,F001,F001 Facility,Nairobi,M006,P037,clinical_officer,2025-01-16,simulation_drill,PPH,9,5,3,3,4,beginner,True,repeat_drill
S00981,F013,F013 Facility,Machakos,M015,P054,nurse_midwife,2024-06-08,CME_session,PPH,12,6,5,5,4,beginner,True,repeat_drill
S00982,F009,F009 Facility,Kisumu,M002,P119,nurse_midwife,2025-03-26,simulation_drill,sepsis,14,11,2,2,2,intermediate,True,none
S00983,F019,F019 Facility,Kisumu,M008,P117,nurse_midwife,2024-12-16,CME_session,sepsis,13,12,4,3,5,advanced,False,none
S00984,F003,F003 Facility,Kiambu,M018,P045,clinical_officer,2024-04-19,CME_session,PPH,15,7,5,2,5,beginner,True,repeat_drill
S00985,F026,F026 Facility,Kisumu,M018,P076,nurse_midwife,2025-06-25,CME_session,sepsis,16,6,3,3,3,beginner,True,repeat_drill
S00986,F015,F015 Facility,Kakamega,M015,P009,clinical_officer,2025-05-03,simulation_drill,neonatal_resuscitation,8,8,5,3,2,advanced,False,none
S00987,F001,F001 Facility,Nairobi,M003,P101,clinical_officer,2024-02-15,bedside_coaching,neonatal_resuscitation,8,6,5,4,2,intermediate,True,none
S00988,F026,F026 Facility,Nairobi,M018,P120,clinical_officer,2024-03-05,bedside_coaching,sepsis,11,7,3,2,2,intermediate,True,none
S00989,F005,F005 Facility,Busia,M016,P102,nurse_midwife,2025-04-01,CME_session,sepsis,12,5,3,3,2,beginner,True,repeat_drill
S00990,F024,F024 Facility,Kakamega,M005,P051,nurse_midwife,2025-01-14,bedside_coaching,eclampsia,15,4,3,5,5,beginner,True,repeat_drill
S00991,F019,F019 Facility,Machakos,M002,P013,nurse_midwife,2024-10-23,simulation_drill,PPH,11,7,4,5,5,intermediate,True,none
S00992,F008,F008 Facility,Nairobi,M013,P017,nurse_midwife,2024-03-24,CME_session,PPH,10,10,3,2,5,advanced,False,none
S00993,F023,F023 Facility,Kisumu,M003,P025,clinical_officer,2025-05-31,simulation_drill,sepsis,11,8,3,5,4,intermediate,True,none
S00994,F015,F015 Facility,Machakos,M020,P115,nurse_midwife,2025-06-17,bedside_coaching,routine_delivery,12,8,2,3,3,intermediate,True,none
S00995,F019,F019 Facility,Kiambu,M005,P071,nurse_midwife,2024-08-18,CME_session,eclampsia,15,6,5,4,4,beginner,True,repeat_drill
S00996,F003,F003 Facility,Murang'a,M012,P119,clinical_officer,2024-10-19,bedside_coaching,PPH,16,11,4,4,5,intermediate,True,none
S00997,F011,F011 Facility,Kisumu,M004,P118,nurse_midwife,2025-03-07,CME_session,PPH,11,6,5,2,3,beginner,True,repeat_drill
S00998,F024,F024 Facility,Kakamega,M004,P002,clinical_officer,2024-04-10,bedside_coaching,routine_delivery,9,8,5,5,5,advanced,False,none
S00999,F025,F025 Facility,Kisumu,M001,P001,clinical_officer,2024-11-16,bedside_coaching,neonatal_resuscitation,11,10,5,4,3,advanced,False,none
S01000,F016,F016 Facility,Kisumu,M015,P027,nurse_midwife,2025-02-10,CME_session,routine_delivery,11,7,4,3,5,intermediate,True,none
S01001,F005,F005 Facility,Kakamega,M016,P093,nurse_midwife,2024-06-16,simulation_drill,sepsis,12,8,4,2,4,intermediate,True,none
S01002,F021,F021 Facility,Murang'a,M002,P075,nurse_midwife,2024-05-27,bedside_coaching,routine_delivery,14,6,4,3,4,beginner,True,repeat_drill
S01003,F024,F024 Facility,Nairobi,M001,P066,clinical_officer,2024-08-29,CME_session,routine_delivery,10,9,5,2,5,advanced,False,none
S01004,F022,F022 Facility,Kakamega,M016,P035,clinical_officer,2025-05-26,CME_session,eclampsia,8,4,5,3,5,beginner,True,repeat_drill
S01005,F013,F013 Facility,Machakos,M001,P043,nurse_midwife,2024-04-24,CME_session,PPH,12,7,4,4,5,beginner,True,repeat_drill
S01006,F020,F020 Facility,Kakamega,M011,P101,nurse_midwife,2024-12-07,CME_session,neonatal_resuscitation,8,5,2,5,2,intermediate,True,none
S01007,F008,F008 Facility,Kisumu,M001,P115,clinical_officer,2024-03-18,simulation_drill,neonatal_resuscitation,14,7,2,2,2,beginner,True,repeat_drill
S01008,F016,F016 Facility,Kiambu,M005,P072,nurse_midwife,2025-04-17,bedside_coaching,neonatal_resuscitation,13,8,2,4,5,intermediate,True,none
S01009,F019,F019 Facility,Busia,M004,P047,clinical_officer,2024-11-26,CME_session,PPH,13,7,5,4,3,beginner,True,repeat_drill
S01010,F024,F024 Facility,Murang'a,M018,P031,clinical_officer,2025-04-17,simulation_drill,PPH,16,8,5,4,2,beginner,True,repeat_drill
S01011,F028,F028 Facility,Bungoma,M016,P094,clinical_officer,2025-05-16,simulation_drill,routine_delivery,16,8,5,3,3,beginner,True,repeat_drill
S01012,F002,F002 Facility,Busia,M018,P053,nurse_midwife,2025-01-23,bedside_coaching,routine_delivery,13,10,4,2,3,intermediate,True,none
S01013,F027,F027 Facility,Nairobi,M007,P120,nurse_midwife,2024-06-17,simulation_drill,sepsis,8,8,4,5,3,advanced,False,none
S01014,F001,F001 Facility,Bungoma,M020,P065,nurse_midwife,2025-03-02,simulation_drill,routine_delivery,14,11,4,2,2,intermediate,True,none
S01015,F006,F006 Facility,Machakos,M017,P088,nurse_midwife,2024-06-29,bedside_coaching,neonatal_resuscitation,14,9,3,2,3,intermediate,True,none
S01016,F003,F003 Facility,Kisumu,M014,P041,nurse_midwife,2025-03-28,bedside_coaching,eclampsia,9,5,3,4,5,beginner,True,repeat_drill
S01017,F017,F017 Facility,Murang'a,M017,P014,nurse_midwife,2024-08-15,simulation_drill,neonatal_resuscitation,14,8,3,3,4,beginner,True,repeat_drill
S01018,F005,F005 Facility,Bungoma,M003,P070,nurse_midwife,2024-07-08,simulation_drill,PPH,8,4,5,3,2,beginner,True,repeat_drill
S01019,F030,F030 Facility,Kiambu,M005,P034,nurse_midwife,2025-03-01,bedside_coaching,eclampsia,10,5,2,2,2,beginner,True,repeat_drill
S01020,F002,F002 Facility,Busia,M002,P093,clinical_officer,2024-02-22,simulation_drill,routine_delivery,12,6,2,2,5,beginner,True,repeat_drill
S01021,F004,F004 Facility,Kisumu,M012,P081,nurse_midwife,2024-03-26,CME_session,PPH,16,6,4,2,4,beginner,True,repeat_drill
S01022,F004,F004 Facility,Machakos,M003,P015,nurse_midwife,2025-05-30,bedside_coaching,neonatal_resuscitation,10,6,2,3,5,intermediate,True,none
S01023,F015,F015 Facility,Nairobi,M019,P063,nurse_midwife,2025-07-25,simulation_drill,sepsis,11,8,2,4,3,intermediate,True,none
S01024,F016,F016 Facility,Kiambu,M012,P015,clinical_officer,2024-05-05,bedside_coaching,sepsis,9,5,2,5,4,beginner,True,repeat_drill
S01025,F025,F025 Facility,Bungoma,M012,P072,nurse_midwife,2024-10-29,CME_session,eclampsia,9,6,4,2,3,intermediate,True,none
S01026,F015,F015 Facility,Kisumu,M006,P039,clinical_officer,2024-02-27,bedside_coaching,eclampsia,11,9,3,3,4,intermediate,True,none
S01027,F016,F016 Facility,Kisumu,M016,P071,nurse_midwife,2024-12-30,CME_session,sepsis,8,6,3,5,4,intermediate,True,none
S01028,F027,F027 Facility,Nairobi,M018,P010,nurse_midwife,2025-07-12,bedside_coaching,neonatal_resuscitation,13,11,5,5,2,intermediate,True,none
S01029,F016,F016 Facility,Nairobi,M016,P055,clinical_officer,2024-05-14,bedside_coaching,PPH,15,12,2,5,2,intermediate,True,none
S01030,F002,F002 Facility,Kakamega,M001,P061,nurse_midwife,2024-12-23,simulation_drill,routine_delivery,10,4,5,3,2,beginner,True,repeat_drill
S01031,F011,F011 Facility,Busia,M015,P120,clinical_officer,2024-04-29,bedside_coaching,routine_delivery,16,4,2,2,4,beginner,True,repeat_drill
S01032,F008,F008 Facility,Kakamega,M002,P096,clinical_officer,2024-10-31,CME_session,PPH,15,10,4,4,4,intermediate,True,none
S01033,F008,F008 Facility,Kakamega,M020,P022,clinical_officer,2025-02-12,simulation_drill,sepsis,12,9,3,4,2,intermediate,True,none
S01034,F019,F019 Facility,Kiambu,M007,P036,clinical_officer,2024-03-22,bedside_coaching,neonatal_resuscitation,11,8,3,3,5,intermediate,True,none
S01035,F015,F015 Facility,Busia,M012,P069,clinical_officer,2024-04-30,bedside_coaching,PPH,15,5,2,2,3,beginner,True,repeat_drill
S01036,F004,F004 Facility,Kiambu,M016,P065,clinical_officer,2024-03-10,CME_session,sepsis,11,11,5,3,3,advanced,False,none
S01037,F002,F002 Facility,Nairobi,M011,P071,clinical_officer,2024-02-19,simulation_drill,routine_delivery,15,11,2,5,3,intermediate,True,none
S01038,F021,F021 Facility,Kisumu,M014,P091,clinical_officer,2025-02-08,simulation_drill,neonatal_resuscitation,8,7,2,5,2,advanced,False,none
S01039,F030,F030 Facility,Machakos,M006,P111,clinical_officer,2024-07-21,bedside_coaching,routine_delivery,13,11,4,2,5,intermediate,True,none
S01040,F022,F022 Facility,Nairobi,M001,P023,clinical_officer,2024-05-03,bedside_coaching,PPH,12,6,5,5,3,beginner,True,repeat_drill
S01041,F007,F007 Facility,Busia,M019,P109,nurse_midwife,2024-12-02,simulation_drill,eclampsia,15,7,2,2,3,beginner,True,repeat_drill
S01042,F011,F011 Facility,Kiambu,M015,P003,clinical_officer,2025-06-24,bedside_coaching,neonatal_resuscitation,16,11,2,3,3,intermediate,True,none
S01043,F003,F003 Facility,Murang'a,M009,P108,clinical_officer,2024-05-03,bedside_coaching,sepsis,15,10,4,2,3,intermediate,True,none
S01044,F027,F027 Facility,Busia,M001,P002,clinical_officer,2024-09-19,CME_session,routine_delivery,9,8,3,3,5,advanced,False,none
S01045,F018,F018 Facility,Machakos,M002,P019,nurse_midwife,2024-11-22,simulation_drill,sepsis,8,4,3,2,5,beginner,True,repeat_drill
S01046,F022,F022 Facility,Bungoma,M016,P041,clinical_officer,2024-04-16,CME_session,routine_delivery,15,14,5,5,3,advanced,False,none
S01047,F012,F012 Facility,Nairobi,M015,P032,clinical_officer,2024-12-16,CME_session,sepsis,8,7,4,3,3,advanced,False,none
S01048,F004,F004 Facility,Kisumu,M018,P011,clinical_officer,2025-06-08,simulation_drill,PPH,9,4,3,4,5,beginner,True,repeat_drill
S01049,F003,F003 Facility,Nairobi,M014,P093,nurse_midwife,2025-05-10,bedside_coaching,neonatal_resuscitation,11,10,2,3,5,advanced,False,none
S01050,F027,F027 Facility,Bungoma,M015,P010,nurse_midwife,2024-12-29,bedside_coaching,PPH,8,5,5,4,4,intermediate,True,none
S01051,F019,F019 Facility,Murang'a,M006,P108,clinical_officer,2024-09-29,simulation_drill,routine_delivery,9,9,3,4,4,advanced,False,none
S01052,F010,F010 Facility,Murang'a,M017,P067,clinical_officer,2024-11-16,CME_session,routine_delivery,12,4,2,2,5,beginner,True,repeat_drill
S01053,F015,F015 Facility,Kiambu,M013,P094,nurse_midwife,2024-11-16,bedside_coaching,routine_delivery,15,10,2,3,2,intermediate,True,none
S01054,F018,F018 Facility,Bungoma,M002,P002,clinical_officer,2024-07-27,CME_session,sepsis,16,7,4,4,3,beginner,True,repeat_drill
S01055,F015,F015 Facility,Nairobi,M013,P104,nurse_midwife,2025-06-21,CME_session,sepsis,9,4,3,3,4,beginner,True,repeat_drill
S01056,F019,F019 Facility,Busia,M008,P040,clinical_officer,2025-04-30,CME_session,sepsis,14,7,2,2,3,beginner,True,repeat_drill
S01057,F004,F004 Facility,Nairobi,M009,P047,nurse_midwife,2024-03-22,simulation_drill,neonatal_resuscitation,16,10,5,2,3,intermediate,True,none
S01058,F025,F025 Facility,Bungoma,M015,P015,nurse_midwife,2025-02-16,CME_session,neonatal_resuscitation,13,6,5,5,5,beginner,True,repeat_drill
S01059,F012,F012 Facility,Bungoma,M010,P024,nurse_midwife,2024-03-04,simulation_drill,sepsis,13,8,4,5,3,intermediate,True,none
S01060,F014,F014 Facility,Kakamega,M003,P021,nurse_midwife,2024-06-14,bedside_coaching,routine_delivery,13,11,5,5,4,intermediate,True,none
S01061,F003,F003 Facility,Kisumu,M005,P016,nurse_midwife,2024-03-07,CME_session,routine_delivery,13,13,2,3,5,advanced,False,none
S01062,F017,F017 Facility,Murang'a,M006,P074,clinical_officer,2025-03-19,bedside_coaching,eclampsia,8,6,3,2,5,intermediate,True,none
S01063,F026,F026 Facility,Kiambu,M001,P105,nurse_midwife,2024-07-12,bedside_coaching,sepsis,9,6,4,4,3,intermediate,True,none
S01064,F016,F016 Facility,Murang'a,M009,P038,clinical_officer,2024-07-11,simulation_drill,neonatal_resuscitation,14,12,4,5,2,advanced,False,none
S01065,F030,F030 Facility,Kisumu,M014,P070,clinical_officer,2025-05-02,simulation_drill,sepsis,13,10,5,2,4,intermediate,True,none
S01066,F003,F003 Facility,Machakos,M016,P015,clinical_officer,2024-04-02,bedside_coaching,routine_delivery,16,6,4,4,4,beginner,True,repeat_drill
S01067,F006,F006 Facility,Murang'a,M009,P064,nurse_midwife,2024-01-12,bedside_coaching,eclampsia,14,7,4,4,4,beginner,True,repeat_drill
S01068,F016,F016 Facility,Kiambu,M015,P030,nurse_midwife,2025-01-27,CME_session,PPH,10,4,2,5,3,beginner,True,repeat_drill
S01069,F009,F009 Facility,Machakos,M020,P061,clinical_officer,2025-02-05,CME_session,sepsis,11,10,4,3,3,advanced,False,none
S01070,F020,F020 Facility,Murang'a,M011,P078,nurse_midwife,2025-01-06,CME_session,routine_delivery,9,9,4,2,4,advanced,False,none
S01071,F017,F017 Facility,Machakos,M004,P009,nurse_midwife,2024-08-25,CME_session,neonatal_resuscitation,12,8,5,5,2,intermediate,True,none
S01072,F023,F023 Facility,Nairobi,M020,P028,clinical_officer,2025-05-17,simulation_drill,routine_delivery,14,6,2,2,5,beginner,True,repeat_drill
S01073,F008,F008 Facility,Busia,M006,P010,clinical_officer,2024-02-07,CME_session,eclampsia,8,7,3,5,2,advanced,False,none
S01074,F013,F013 Facility,Murang'a,M010,P050,clinical_officer,2025-06-03,bedside_coaching,routine_delivery,12,5,2,2,5,beginner,True,repeat_drill
S01075,F012,F012 Facility,Machakos,M001,P010,clinical_officer,2025-01-09,bedside_coaching,PPH,12,6,4,3,4,beginner,True,repeat_drill
S01076,F015,F015 Facility,Kiambu,M016,P063,nurse_midwife,2024-03-18,CME_session,neonatal_resuscitation,12,4,3,3,5,beginner,True,repeat_drill
S01077,F020,F020 Facility,Machakos,M006,P077,nurse_midwife,2024-06-06,simulation_drill,routine_delivery,16,9,2,2,5,beginner,True,repeat_drill
S01078,F009,F009 Facility,Nairobi,M008,P097,nurse_midwife,2025-01-30,simulation_drill,routine_delivery,8,6,4,3,3,intermediate,True,none
S01079,F008,F008 Facility,Busia,M007,P041,clinical_officer,2025-04-30,simulation_drill,routine_delivery,14,6,4,4,3,beginner,True,repeat_drill
S01080,F010,F010 Facility,Busia,M014,P037,clinical_officer,2024-06-01,CME_session,eclampsia,10,5,3,3,4,beginner,True,repeat_drill
S01081,F024,F024 Facility,Murang'a,M007,P024,nurse_midwife,2024-06-02,CME_session,sepsis,10,7,4,5,2,intermediate,True,none
S01082,F016,F016 Facility,Kisumu,M009,P086,nurse_midwife,2025-04-12,simulation_drill,PPH,16,8,2,2,3,beginner,True,repeat_drill
S01083,F010,F010 Facility,Machakos,M020,P056,nurse_midwife,2024-12-30,CME_session,sepsis,12,4,4,3,3,beginner,True,repeat_drill
S01084,F017,F017 Facility,Murang'a,M008,P076,clinical_officer,2024-09-25,CME_session,routine_delivery,10,6,2,2,3,intermediate,True,none
S01085,F020,F020 Facility,Murang'a,M018,P048,nurse_midwife,2024-10-09,bedside_coaching,neonatal_resuscitation,14,12,4,4,4,advanced,False,none
S01086,F009,F009 Facility,Kakamega,M015,P118,nurse_midwife,2025-05-15,simulation_drill,sepsis,10,10,3,3,3,advanced,False,none
S01087,F007,F007 Facility,Kakamega,M016,P087,clinical_officer,2025-01-15,CME_session,sepsis,16,7,3,5,4,beginner,True,repeat_drill
S01088,F003,F003 Facility,Murang'a,M013,P043,nurse_midwife,2024-04-26,simulation_drill,sepsis,11,4,4,4,5,beginner,True,repeat_drill
S01089,F023,F023 Facility,Bungoma,M002,P046,clinical_officer,2024-04-19,bedside_coaching,PPH,15,10,4,2,3,intermediate,True,none
S01090,F030,F030 Facility,Murang'a,M013,P022,clinical_officer,2024-12-10,simulation_drill,PPH,11,6,3,4,4,beginner,True,repeat_drill
S01091,F004,F004 Facility,Nairobi,M003,P010,nurse_midwife,2025-03-27,simulation_drill,eclampsia,11,10,2,3,3,advanced,False,none
S01092,F002,F002 Facility,Kiambu,M006,P109,nurse_midwife,2025-03-16,simulation_drill,sepsis,15,9,5,5,5,intermediate,True,none
S01093,F008,F008 Facility,Nairobi,M020,P053,clinical_officer,2025-07-10,CME_session,sepsis,15,6,3,5,4,beginner,True,repeat_drill
S01094,F014,F014 Facility,Kiambu,M011,P074,nurse_midwife,2024-03-29,simulation_drill,eclampsia,10,10,4,3,3,advanced,False,none
S01095,F011,F011 Facility,Nairobi,M012,P025,nurse_midwife,2025-02-01,CME_session,neonatal_resuscitation,11,6,5,3,3,beginner,True,repeat_drill
S01096,F002,F002 Facility,Kiambu,M013,P108,clinical_officer,2024-07-20,simulation_drill,eclampsia,11,9,3,5,2,intermediate,True,none
S01097,F027,F027 Facility,Kiambu,M010,P114,nurse_midwife,2024-03-16,bedside_coaching,PPH,16,11,5,4,4,intermediate,True,none
S01098,F030,F030 Facility,Bungoma,M020,P054,clinical_officer,2025-04-28,CME_session,eclampsia,13,6,5,2,2,beginner,True,repeat_drill
S01099,F017,F017 Facility,Nairobi,M001,P026,nurse_midwife,2024-06-13,bedside_coaching,PPH,8,6,2,4,3,intermediate,True,none
S01100,F030,F030 Facility,Kiambu,M020,P059,nurse_midwife,2024-04-30,simulation_drill,neonatal_resuscitation,11,10,3,3,2,advanced,False,none
S01101,F025,F025 Facility,Machakos,M009,P021,nurse_midwife,2024-08-31,CME_session,sepsis,8,7,2,5,2,advanced,False,none
S01102,F025,F025 Facility,Kiambu,M016,P019,nurse_midwife,2025-06-28,simulation_drill,PPH,8,8,3,2,2,advanced,False,none
S01103,F004,F004 Facility,Kisumu,M002,P109,clinical_officer,2025-06-11,bedside_coaching,routine_delivery,9,5,5,2,4,beginner,True,repeat_drill
S01104,F022,F022 Facility,Machakos,M015,P107,clinical_officer,2025-03-12,CME_session,eclampsia,8,7,2,2,2,advanced,False,none
S01105,F020,F020 Facility,Kakamega,M020,P094,clinical_officer,2024-05-22,simulation_drill,eclampsia,13,7,5,4,3,beginner,True,repeat_drill
